GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,YEAR.id,ESTAB,RCPTOT,PAYANN,EMP,NESTAB,NRCPTOT
0100000US,,United States,5415,Computer systems design and related services,A,All establishments,2007,118081,244389132,94988258,1252197,297544,13101965
0100000US,,United States,5415,Computer systems design and related services,T,Establishments subject to federal income tax,2007,118081,244389132,94988258,1252197,N,N
0100000US,,United States,5416,"Management, scientific, and technical consulting services",A,All establishments,2007,137063,139804518,54662910,770340,641841,29011372
0100000US,,United States,5416,"Management, scientific, and technical consulting services",T,Establishments subject to federal income tax,2007,137063,139804518,54662910,770340,N,N
0100000US,,United States,5417,Scientific research and development services,A,All establishments,2007,16169,94517652,61509465,690097,35450,1196464
0100000US,,United States,5417,Scientific research and development services,T,Establishments subject to federal income tax,2007,13520,66656541,50770059,525361,N,N
0100000US,,United States,5417,Scientific research and development services,Y,Establishments exempt from federal income tax,2007,2649,27861111,10739406,164736,N,N
0100000US,,United States,5418,"Advertising, public relations, and related services",A,All establishments,2007,40654,87434205,26128831,447797,128518,6947849
0100000US,,United States,5418,"Advertising, public relations, and related services",T,Establishments subject to federal income tax,2007,40654,87434205,26128831,447797,N,N
0100000US,,United States,5419,"Other professional, scientific, and technical services",A,All establishments,2007,71630,56595557,19240430,575562,881113,37420054
0100000US,,United States,5419,"Other professional, scientific, and technical services",T,Establishments subject to federal income tax,2007,71630,56595557,19240430,575562,N,N
0100000US,,United States,5511,Management of companies and enterprises,99,Total,2007,51451,104442966,249510832,2664203,N,N
0100000US,,United States,5611,Office administrative services,99,Total,2007,29604,39295497,17798898,369211,198300,3191264
0100000US,,United States,5612,Facilities support services,99,Total,2007,5855,25734653,11193796,265262,24128,770825
0100000US,,United States,5613,Employment services,99,Total,2007,53097,209690293,150104330,5305054,40480,1389107
0100000US,,United States,5614,Business support services,99,Total,2007,36495,62296925,23808555,826476,224426,5968707
0100000US,,United States,5615,Travel arrangement and reservation services,99,Total,2007,22595,37111754,12408762,258329,43076,1728636
0100000US,,United States,5616,Investigation and security services,99,Total,2007,25249,40905381,19844439,788766,99298,1729676
0100000US,,United States,5617,Services to buildings and dwellings,99,Total,2007,179530,103363377,38918779,1723943,1046770,20625421
0100000US,,United States,5619,Other support services,99,Total,2007,21080,37185496,10524971,327709,94576,2876202
0100000US,,United States,5621,Waste collection,99,Total,2007,10097,40462328,8365079,195638,N,N
0100000US,,United States,5622,Waste treatment and disposal,99,Total,2007,2600,14264648,3245575,63558,N,N
0100000US,,United States,5629,Remediation and other waste management services,99,Total,2007,9090,20460739,5236863,127009,N,N
0100000US,,United States,6114,Business schools and computer and management training,A,All establishments,2007,8350,10037128,3342682,64987,N,N
0100000US,,United States,6114,Business schools and computer and management training,T,Establishments subject to federal income tax,2007,7259,8492254,2886674,54525,N,N
0100000US,,United States,6114,Business schools and computer and management training,Y,Establishments exempt from federal income tax,2007,1091,1544874,456008,10462,N,N
0100000US,,United States,6115,Technical and trade schools,A,All establishments,2007,8124,10629854,3441639,105520,N,N
0100000US,,United States,6115,Technical and trade schools,T,Establishments subject to federal income tax,2007,6280,8593393,2780813,82583,N,N
0100000US,,United States,6115,Technical and trade schools,Y,Establishments exempt from federal income tax,2007,1844,2036461,660826,22937,N,N
0100000US,,United States,6116,Other schools and instruction,A,All establishments,2007,38186,15520887,4969673,304151,N,N
0100000US,,United States,6116,Other schools and instruction,T,Establishments subject to federal income tax,2007,31435,11890506,3686238,235078,N,N
0100000US,,United States,6116,Other schools and instruction,Y,Establishments exempt from federal income tax,2007,6751,3630381,1283435,69073,N,N
0100000US,,United States,6117,Educational support services,A,All establishments,2007,6725,8792787,2505115,65293,N,N
0100000US,,United States,6117,Educational support services,T,Establishments subject to federal income tax,2007,4816,3534506,1217824,35318,N,N
0100000US,,United States,6117,Educational support services,Y,Establishments exempt from federal income tax,2007,1909,5258281,1287291,29975,N,N
0100000US,,United States,6211,Offices of physicians,A,All establishments,2007,220131,336281858,147214296,2109762,186756,16250065
0100000US,,United States,6211,Offices of physicians,T,Establishments subject to federal income tax,2007,220131,336281858,147214296,2109762,N,N
0100000US,,United States,6212,Offices of dentists,A,All establishments,2007,127057,93930384,34324956,825447,39455,2889567
0100000US,,United States,6212,Offices of dentists,T,Establishments subject to federal income tax,2007,127057,93930384,34324956,825447,N,N
0100000US,,United States,6213,Offices of other health practitioners,A,All establishments,2007,125063,50318320,19352123,614836,359312,14552146
0100000US,,United States,6213,Offices of other health practitioners,T,Establishments subject to federal income tax,2007,125063,50318320,19352123,614836,N,N
0100000US,,United States,6214,Outpatient care centers,A,All establishments,2007,29776,74091852,27671921,655149,12736,1044670
0100000US,,United States,6214,Outpatient care centers,T,Establishments subject to federal income tax,2007,16702,35833058,10758539,254224,N,N
0100000US,,United States,6214,Outpatient care centers,Y,Establishments exempt from federal income tax,2007,13074,38258794,16913382,400925,N,N
0100000US,,United States,6215,Medical and diagnostic laboratories,A,All establishments,2007,13106,40077711,13006596,241003,20090,1218566
0100000US,,United States,6215,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,2007,13106,40077711,13006596,241003,N,N
0100000US,,United States,6216,Home health care services,A,All establishments,2007,23070,47617015,23787589,984164,217837,3906554
0100000US,,United States,6216,Home health care services,T,Establishments subject to federal income tax,2007,20166,32614312,16583995,764731,N,N
0100000US,,United States,6216,Home health care services,Y,Establishments exempt from federal income tax,2007,2904,15002703,7203594,219433,N,N
0100000US,,United States,6219,Other ambulatory health care services,A,All establishments,2007,9358,26136069,9353572,273080,46988,1707808
0100000US,,United States,6219,Other ambulatory health care services,T,Establishments subject to federal income tax,2007,6570,15686276,5928247,174937,N,N
0100000US,,United States,6219,Other ambulatory health care services,Y,Establishments exempt from federal income tax,2007,2788,10449793,3425325,98143,N,N
0100000US,,United States,6221,General medical and surgical hospitals,A,All establishments,2007,5102,657318093,244332890,5077619,N,N
0100000US,,United States,6221,General medical and surgical hospitals,T,Establishments subject to federal income tax,2007,828,67123652,20935808,476596,N,N
0100000US,,United States,6221,General medical and surgical hospitals,Y,Establishments exempt from federal income tax,2007,4274,590194441,223397082,4601023,N,N
0100000US,,United States,6222,Psychiatric and substance abuse hospitals,A,All establishments,2007,569,17189050,9254785,217513,N,N
0100000US,,United States,6222,Psychiatric and substance abuse hospitals,T,Establishments subject to federal income tax,2007,202,3468311,1427459,41502,N,N
0100000US,,United States,6222,Psychiatric and substance abuse hospitals,Y,Establishments exempt from federal income tax,2007,367,13720739,7827326,176011,N,N
0100000US,,United States,6223,Specialty (except psychiatric and substance abuse) hospitals,A,All establishments,2007,834,28452657,11389674,233711,N,N
0100000US,,United States,6223,Specialty (except psychiatric and substance abuse) hospitals,T,Establishments subject to federal income tax,2007,559,10239099,3385004,83801,N,N
0100000US,,United States,6223,Specialty (except psychiatric and substance abuse) hospitals,Y,Establishments exempt from federal income tax,2007,275,18213558,8004670,149910,N,N
0100000US,,United States,6231,Nursing care facilities,A,All establishments,2007,16320,92516564,41657415,1591190,N,N
0100000US,,United States,6231,Nursing care facilities,T,Establishments subject to federal income tax,2007,13304,70138838,30905783,1204009,N,N
0100000US,,United States,6231,Nursing care facilities,Y,Establishments exempt from federal income tax,2007,3016,22377726,10751632,387181,N,N
0100000US,,United States,6232,"Residential mental retardation, mental health and substance abuse facilities",A,All establishments,2007,33113,26966946,13283282,594679,N,N
0100000US,,United States,6232,"Residential mental retardation, mental health and substance abuse facilities",T,Establishments subject to federal income tax,2007,11464,7946663,3617174,179408,N,N
0100000US,,United States,6232,"Residential mental retardation, mental health and substance abuse facilities",Y,Establishments exempt from federal income tax,2007,21649,19020283,9666108,415271,N,N
0100000US,,United States,6233,Community care facilities for the elderly,A,All establishments,2007,20831,41237824,15617813,732560,N,N
0100000US,,United States,6233,Community care facilities for the elderly,T,Establishments subject to federal income tax,2007,16666,22065659,8117140,413120,N,N
0100000US,,United States,6233,Community care facilities for the elderly,Y,Establishments exempt from federal income tax,2007,4165,19172165,7500673,319440,N,N
0100000US,,United States,6239,Other residential care facilities,A,All establishments,2007,6131,8338523,4011012,152264,N,N
0100000US,,United States,6239,Other residential care facilities,T,Establishments subject to federal income tax,2007,1542,1252662,508915,24997,N,N
0100000US,,United States,6239,Other residential care facilities,Y,Establishments exempt from federal income tax,2007,4589,7085861,3502097,127267,N,N
0100000US,,United States,6241,Individual and family services,A,All establishments,2007,57437,63062052,24953615,1166042,121633,2242313
0100000US,,United States,6241,Individual and family services,T,Establishments subject to federal income tax,2007,17741,11602622,5760362,343581,N,N
0100000US,,United States,6241,Individual and family services,Y,Establishments exempt from federal income tax,2007,39696,51459430,19193253,822461,N,N
0100000US,,United States,6242,"Community food and housing, and emergency and other relief services",A,All establishments,2007,13985,23520393,4391764,164216,5766,100754
0100000US,,United States,6242,"Community food and housing, and emergency and other relief services",T,Establishments subject to federal income tax,2007,650,382149,131068,5127,N,N
0100000US,,United States,6242,"Community food and housing, and emergency and other relief services",Y,Establishments exempt from federal income tax,2007,13335,23138244,4260696,159089,N,N
0100000US,,United States,6243,Vocational rehabilitation services,A,All establishments,2007,7631,11535590,5164772,303713,10862,259899
0100000US,,United States,6243,Vocational rehabilitation services,T,Establishments subject to federal income tax,2007,1777,1699564,758511,29778,N,N
0100000US,,United States,6243,Vocational rehabilitation services,Y,Establishments exempt from federal income tax,2007,5854,9836026,4406261,273935,N,N
0100000US,,United States,6244,Child day care services,A,All establishments,2007,75112,29685907,13951863,855126,691289,8936478
0100000US,,United States,6244,Child day care services,T,Establishments subject to federal income tax,2007,53592,17733433,8171751,535467,N,N
0100000US,,United States,6244,Child day care services,Y,Establishments exempt from federal income tax,2007,21520,11952474,5780112,319659,N,N
0100000US,,United States,7111,Performing arts companies,A,All establishments,2007,8838,13573780,3979787,127648,53446,1132418
0100000US,,United States,7111,Performing arts companies,T,Establishments subject to federal income tax,2007,4899,8001509,1971822,53728,N,N
0100000US,,United States,7111,Performing arts companies,Y,Establishments exempt from federal income tax,2007,3939,5572271,2007965,73920,N,N
0100000US,,United States,7112,Spectator sports,A,All establishments,2007,4237,30403066,14136103,121461,141567,2531910
0100000US,,United States,7112,Spectator sports,T,Establishments subject to federal income tax,2007,4237,30403066,14136103,121461,N,N
0100000US,,United States,7113,"Promoters of performing arts, sports, and similar events",A,All establishments,2007,6647,16122434,2957275,121395,39790,1583652
0100000US,,United States,7113,"Promoters of performing arts, sports, and similar events",T,Establishments subject to federal income tax,2007,4101,12212984,2092339,85595,N,N
0100000US,,United States,7113,"Promoters of performing arts, sports, and similar events",Y,Establishments exempt from federal income tax,2007,2546,3909450,864936,35800,N,N
0100000US,,United States,7114,"Agents and managers for artists, athletes, entertainers, and other public figures",A,All establishments,2007,3534,4918537,1694012,18676,33757,1294157
0100000US,,United States,7114,"Agents and managers for artists, athletes, entertainers, and other public figures",T,Establishments subject to federal income tax,2007,3534,4918537,1694012,18676,N,N
0100000US,,United States,7115,"Independent artists, writers, and performers",A,All establishments,2007,20612,12754733,5071563,48321,698856,14298686
0100000US,,United States,7115,"Independent artists, writers, and performers",T,Establishments subject to federal income tax,2007,20612,12754733,5071563,48321,N,N
0100000US,,United States,7121,"Museums, historical sites, and similar institutions",A,All establishments,2007,7125,13285398,3661655,130071,6235,103256
0100000US,,United States,7121,"Museums, historical sites, and similar institutions",T,Establishments subject to federal income tax,2007,869,1007272,277295,11523,N,N
0100000US,,United States,7121,"Museums, historical sites, and similar institutions",Y,Establishments exempt from federal income tax,2007,6256,12278126,3384360,118548,N,N
0100000US,,United States,7131,Amusement parks and arcades,A,All establishments,2007,3145,13544300,2802120,133993,5458,329904
0100000US,,United States,7131,Amusement parks and arcades,T,Establishments subject to federal income tax,2007,3145,13544300,2802120,133993,N,N
0100000US,,United States,7132,Gambling industries,A,All establishments,2007,2327,25134654,4566176,169640,10429,1277926
0100000US,,United States,7132,Gambling industries,T,Establishments subject to federal income tax,2007,2327,25134654,4566176,169640,N,N
0100000US,,United States,7139,Other amusement and recreation industries,A,All establishments,2007,68155,59680040,19490413,1190143,130048,4804791
0100000US,,United States,7139,Other amusement and recreation industries,T,Establishments subject to federal income tax,2007,56932,43980924,13304523,853932,N,N
0100000US,,United States,7139,Other amusement and recreation industries,Y,Establishments exempt from federal income tax,2007,11223,15699116,6185890,336211,N,N
0100000US,,United States,7211,Traveler accommodation,99,Total,2007,53103,175183663,45138911,1919638,35110,2855481
0100000US,,United States,7212,RV (recreational vehicle) parks and recreational camps,99,Total,2007,7420,4396300,1090655,39939,6954,364316
0100000US,,United States,7213,Rooming and boarding houses,99,Total,2007,2217,811242,163721,11084,12646,372062
0100000US,,United States,7221,Full-service restaurants,99,Total,2007,220089,192258833,63259045,4603747,40366,4005179
0100000US,,United States,7222,Limited-service eating places,99,Total,2007,269155,182948752,46100068,4082091,49349,3455712
0100000US,,United States,7223,Special food services,99,Total,2007,35453,39878874,10890948,588058,132558,3351902
0100000US,,United States,7224,Drinking places (alcoholic beverages),99,Total,2007,46924,18318068,4183499,356194,26499,1666436
0100000US,,United States,8111,Automotive repair and maintenance,A,All establishments,2007,165552,85887165,24617678,877395,305082,14634213
0100000US,,United States,8111,Automotive repair and maintenance,T,Establishments subject to federal income tax,2007,165552,85887165,24617678,877395,N,N
0100000US,,United States,8112,Electronic and precision equipment repair and maintenance,A,All establishments,2007,13021,19327067,5645392,124676,47755,1718535
0100000US,,United States,8112,Electronic and precision equipment repair and maintenance,T,Establishments subject to federal income tax,2007,13021,19327067,5645392,124676,N,N
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,2007,22749,25961742,7754468,181534,54933,2977430
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,2007,22749,25961742,7754468,181534,N,N
0100000US,,United States,8114,Personal and household goods repair and maintenance,A,All establishments,2007,20829,6556642,2052375,77478,296618,8852505
0100000US,,United States,8114,Personal and household goods repair and maintenance,T,Establishments subject to federal income tax,2007,20829,6556642,2052375,77478,N,N
0100000US,,United States,8121,Personal care services,A,All establishments,2007,112791,26304723,10530272,613307,911181,20660794
0100000US,,United States,8121,Personal care services,T,Establishments subject to federal income tax,2007,112791,26304723,10530272,613307,N,N
0100000US,,United States,8122,Death care services,A,All establishments,2007,21400,15292794,4190238,138013,15846,856208
0100000US,,United States,8122,Death care services,T,Establishments subject to federal income tax,2007,21400,15292794,4190238,138013,N,N
0100000US,,United States,8123,Drycleaning and laundry services,A,All establishments,2007,39989,23233640,7517070,346067,34544,2004461
0100000US,,United States,8123,Drycleaning and laundry services,T,Establishments subject to federal income tax,2007,39989,23233640,7517070,346067,N,N
0100000US,,United States,8129,Other personal services,A,All establishments,2007,35971,17273764,4521382,240152,1092513,25760173
0100000US,,United States,8129,Other personal services,T,Establishments subject to federal income tax,2007,35971,17273764,4521382,240152,N,N
0100000US,,United States,8132,Grantmaking and giving services,A,All establishments,2007,17067,93275924,7912767,165715,N,N
0100000US,,United States,8132,Grantmaking and giving services,Y,Establishments exempt from federal income tax,2007,17067,93275924,7912767,165715,N,N
0100000US,,United States,8133,Social advocacy organizations,A,All establishments,2007,15520,19729651,4841777,130831,N,N
0100000US,,United States,8133,Social advocacy organizations,Y,Establishments exempt from federal income tax,2007,15520,19729651,4841777,130831,N,N
0100000US,,United States,8134,Civic and social organizations,A,All establishments,2007,30403,15443522,4329378,256654,N,N
0100000US,,United States,8134,Civic and social organizations,Y,Establishments exempt from federal income tax,2007,30403,15443522,4329378,256654,N,N
0100000US,,United States,8139,"Business, professional, labor, political, and similar organizations",A,All establishments,2007,44856,56997414,15210472,327189,N,N
0100000US,,United States,8139,"Business, professional, labor, political, and similar organizations",Y,Establishments exempt from federal income tax,2007,44856,56997414,15210472,327189,N,N
0500000US06031,06031,"Kings County, California",3114,Fruit and vegetable preserving and specialty food manufacturing,99,Total,2007,3,D,49121,1200,N,N
0500000US06031,06031,"Kings County, California",3115,Dairy product manufacturing,99,Total,2007,3,D,D,g,D,D
0500000US06031,06031,"Kings County, California",4249,Miscellaneous nondurable goods merchant wholesalers,10,"Merchant wholesalers, except manufacturers' sales branches and offices",2007,17,D,D,e,N,N
0500000US06031,06031,"Kings County, California",4411,Automobile dealers,99,Total,2007,11,D,D,c,16,3104
0500000US06031,06031,"Kings County, California",4412,Other motor vehicle dealers,99,Total,2007,2,D,D,b,7,234
0500000US06031,06031,"Kings County, California",4413,"Automotive parts, accessories, and tire stores",99,Total,2007,32,D,D,c,6,554
0500000US06031,06031,"Kings County, California",4421,Furniture stores,99,Total,2007,11,9723,1524,58,3,401
0500000US06031,06031,"Kings County, California",4422,Home furnishings stores,99,Total,2007,5,9068,2325,52,4,95
0500000US06031,06031,"Kings County, California",4431,Electronics and appliance stores,99,Total,2007,14,10637,1221,86,8,1317
0500000US06031,06031,"Kings County, California",4441,Building material and supplies dealers,99,Total,2007,21,77318,8288,346,D,D
0500000US06031,06031,"Kings County, California",4442,Lawn and garden equipment and supplies stores,99,Total,2007,7,31356,2357,72,6,435
0500000US06031,06031,"Kings County, California",4451,Grocery stores,99,Total,2007,39,216665,18023,754,18,3078
0500000US06031,06031,"Kings County, California",4452,Specialty food stores,99,Total,2007,6,1922,305,26,12,1282
0500000US06031,06031,"Kings County, California",4461,Health and personal care stores,99,Total,2007,23,67936,7933,259,39,630
0500000US06031,06031,"Kings County, California",4471,Gasoline stations,99,Total,2007,30,138699,3714,209,D,D
0500000US06031,06031,"Kings County, California",4481,Clothing stores,99,Total,2007,34,39809,4505,334,23,644
0500000US06031,06031,"Kings County, California",4483,"Jewelry, luggage, and leather goods stores",99,Total,2007,14,D,D,b,12,377
0500000US06031,06031,"Kings County, California",4511,"Sporting goods, hobby, and musical instrument stores",99,Total,2007,10,D,D,c,16,906
0500000US06031,06031,"Kings County, California",4512,Book stores and news dealers,99,Total,2007,3,D,D,b,8,87
0500000US06031,06031,"Kings County, California",4529,Other general merchandise stores,99,Total,2007,8,D,D,f,N,N
0500000US06031,06031,"Kings County, California",4532,"Office supplies, stationery, and gift stores",99,Total,2007,6,D,D,b,14,456
0500000US06031,06031,"Kings County, California",4539,Other miscellaneous store retailers,99,Total,2007,13,10003,1388,85,25,1854
0500000US06031,06031,"Kings County, California",5121,Motion picture and video industries,99,Total,2007,3,N,D,b,4,45
0500000US06031,06031,"Kings County, California",5311,Lessors of real estate,99,Total,2007,46,28500,2988,171,74,7486
0500000US06031,06031,"Kings County, California",5312,Offices of real estate agents and brokers,99,Total,2007,13,5278,588,28,144,5250
0500000US06031,06031,"Kings County, California",5313,Activities related to real estate,99,Total,2007,20,8228,1088,52,85,3591
0500000US06031,06031,"Kings County, California",5322,Consumer goods rental,99,Total,2007,11,9123,1560,69,6,77
0500000US06031,06031,"Kings County, California",5411,Legal services,A,All establishments,2007,19,D,D,c,36,1641
0500000US06031,06031,"Kings County, California",5411,Legal services,T,Establishments subject to federal income tax,2007,19,D,D,c,N,N
0500000US06031,06031,"Kings County, California",5412,"Accounting, tax preparation, bookkeeping, and payroll services",A,All establishments,2007,27,10750,4118,197,84,1656
0500000US06031,06031,"Kings County, California",5412,"Accounting, tax preparation, bookkeeping, and payroll services",T,Establishments subject to federal income tax,2007,27,10750,4118,197,N,N
0500000US06031,06031,"Kings County, California",5413,"Architectural, engineering, and related services",A,All establishments,2007,14,15106,5122,91,D,D
0500000US06031,06031,"Kings County, California",5413,"Architectural, engineering, and related services",T,Establishments subject to federal income tax,2007,14,15106,5122,91,N,N
0500000US06031,06031,"Kings County, California",5419,"Other professional, scientific, and technical services",A,All establishments,2007,10,D,D,b,116,4708
0500000US06031,06031,"Kings County, California",5419,"Other professional, scientific, and technical services",T,Establishments subject to federal income tax,2007,10,D,D,b,N,N
0500000US06031,06031,"Kings County, California",5614,Business support services,99,Total,2007,4,3599,1657,65,37,512
0500000US06031,06031,"Kings County, California",5617,Services to buildings and dwellings,99,Total,2007,28,9291,3254,152,291,6743
0500000US06031,06031,"Kings County, California",5622,Waste treatment and disposal,99,Total,2007,2,D,D,b,N,N
0500000US06031,06031,"Kings County, California",5629,Remediation and other waste management services,99,Total,2007,2,D,D,b,N,N
0500000US06031,06031,"Kings County, California",6115,Technical and trade schools,A,All establishments,2007,4,5373,1846,48,N,N
0500000US06031,06031,"Kings County, California",6115,Technical and trade schools,T,Establishments subject to federal income tax,2007,4,5373,1846,48,N,N
0500000US06031,06031,"Kings County, California",6116,Other schools and instruction,A,All establishments,2007,10,D,D,b,N,N
0500000US06031,06031,"Kings County, California",6116,Other schools and instruction,T,Establishments subject to federal income tax,2007,8,D,D,b,N,N
0500000US06031,06031,"Kings County, California",6211,Offices of physicians,A,All establishments,2007,70,55869,24556,477,54,6816
0500000US06031,06031,"Kings County, California",6211,Offices of physicians,T,Establishments subject to federal income tax,2007,70,55869,24556,477,N,N
0500000US06031,06031,"Kings County, California",6212,Offices of dentists,A,All establishments,2007,35,27496,10583,292,11,723
0500000US06031,06031,"Kings County, California",6212,Offices of dentists,T,Establishments subject to federal income tax,2007,35,27496,10583,292,N,N
0500000US06031,06031,"Kings County, California",6213,Offices of other health practitioners,A,All establishments,2007,26,D,D,c,46,1534
0500000US06031,06031,"Kings County, California",6213,Offices of other health practitioners,T,Establishments subject to federal income tax,2007,26,D,D,c,N,N
0500000US06031,06031,"Kings County, California",6214,Outpatient care centers,A,All establishments,2007,14,25010,11764,296,N,N
0500000US06031,06031,"Kings County, California",6214,Outpatient care centers,T,Establishments subject to federal income tax,2007,5,D,D,b,N,N
0500000US06031,06031,"Kings County, California",6214,Outpatient care centers,Y,Establishments exempt from federal income tax,2007,9,D,D,c,N,N
0500000US06031,06031,"Kings County, California",6241,Individual and family services,A,All establishments,2007,14,D,D,f,20,537
0500000US06031,06031,"Kings County, California",6241,Individual and family services,Y,Establishments exempt from federal income tax,2007,13,D,D,f,N,N
0500000US06031,06031,"Kings County, California",7132,Gambling industries,A,All establishments,2007,1,D,D,e,D,D
0500000US06031,06031,"Kings County, California",7132,Gambling industries,T,Establishments subject to federal income tax,2007,1,D,D,e,N,N
0500000US06031,06031,"Kings County, California",7139,Other amusement and recreation industries,A,All establishments,2007,12,D,D,c,25,1019
0500000US06031,06031,"Kings County, California",7139,Other amusement and recreation industries,T,Establishments subject to federal income tax,2007,9,D,D,c,N,N
0500000US06031,06031,"Kings County, California",7139,Other amusement and recreation industries,Y,Establishments exempt from federal income tax,2007,3,D,D,b,N,N
0500000US06031,06031,"Kings County, California",7211,Traveler accommodation,99,Total,2007,16,D,D,g,4,198
0500000US06031,06031,"Kings County, California",7222,Limited-service eating places,99,Total,2007,98,81637,19970,1777,16,770
0500000US06031,06031,"Kings County, California",8111,Automotive repair and maintenance,A,All establishments,2007,45,21856,5137,172,106,5454
0500000US06031,06031,"Kings County, California",8111,Automotive repair and maintenance,T,Establishments subject to federal income tax,2007,45,21856,5137,172,N,N
0500000US06031,06031,"Kings County, California",8112,Electronic and precision equipment repair and maintenance,A,All establishments,2007,2,D,D,b,18,939
0500000US06031,06031,"Kings County, California",8112,Electronic and precision equipment repair and maintenance,T,Establishments subject to federal income tax,2007,2,D,D,b,N,N
0500000US06031,06031,"Kings County, California",8121,Personal care services,A,All establishments,2007,15,2783,984,79,291,6500
0500000US06031,06031,"Kings County, California",8121,Personal care services,T,Establishments subject to federal income tax,2007,15,2783,984,79,N,N
0500000US06031,06031,"Kings County, California",8123,Drycleaning and laundry services,A,All establishments,2007,5,1768,639,46,8,294
0500000US06031,06031,"Kings County, California",8123,Drycleaning and laundry services,T,Establishments subject to federal income tax,2007,5,1768,639,46,N,N
